"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"676236","BROOKDALE PLACE WILLOWBROOK","13500 BRETON RIDGE","HOUSTON","TX","77070","Harris","(VI) Dallas","281 807-4744","SNF/NF (Distinct Part)","09/15/2009","","98","N","","For Profit"
"676237","THE BELMONT AT TWIN CREEKS","999 RAINTREE CIRCLE","ALLEN","TX","75013","Collin","(VI) Dallas","972 390-8088","SNF/NF (Distinct Part)","09/10/2009","","112","N","","For Profit"
"676238","LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH","11020 DESSAU RD","AUSTIN","TX","78754","Travis","(VI) Dallas","512 873-2244","SNF/NF (Distinct Part)","10/20/2009","","124","N","THE ENSIGN GROUP","Government"
"676239","VILLA TOSCANA AT CYPRESS WOODS","15015 CYPRESS WOODS MEDICAL DR","HOUSTON","TX","77014","Harris","(VI) Dallas","281 586-6088","SNF/NF (Dually Certified)","11/04/2009","","80","N","","For Profit"
"676240","CIBOLO CREEK","1440 RIVER RD","BOERNE","TX","78006","Kendall","(VI) Dallas","830 816-5095","SNF/NF (Distinct Part)","12/02/2009","","120","N","","For Profit"
"676241","GREENHILL VILLAS","2530 GREENHILL RD","MOUNT PLEASANT","TX","75455","Titus","(VI) Dallas","903 572-0974","SNF/NF (Distinct Part)","12/22/2009","","150","N","","For Profit"
"676242","GANADO NURSING AND REHABILITATION CENTER","107 E ROGERS","GANADO","TX","77962","Jackson","(VI) Dallas","361 771-3315","SNF/NF (Dually Certified)","02/11/2010","","91","N","","Government"
"676243","REMINGTON TRANSITIONAL CARE OF RICHARDSON","1350 E LOOKOUT DR","RICHARDSON","TX","75082","Dallas","(VI) Dallas","972 220-2000","Skilled Nursing Facility","12/22/2009","","90","N","","Non-Profit"
"676244","BRIGHTON SENIOR LIVING OF TOMBALL","11830 NORTHPOINTE BOULEVARD","TOMBALL","TX","77377","Harris","(VI) Dallas","281 205-9400","SNF/NF (Distinct Part)","02/16/2010","","135","N","","For Profit"
"676245","PFLUGERVILLE NURSING AND REHABILITATION CENTER","104 REX KERWIN COURT","PFLUGERVILLE","TX","78660","Travis","(VI) Dallas","512 251-3915","SNF/NF (Dually Certified)","03/18/2010","","120","N","","Non-Profit"
"676246","RIVERSIDE NURSING AND REHABILITATION CENTER","6801 E RIVERSIDE DR","AUSTIN","TX","78741","Travis","(VI) Dallas","512 247-9000","SNF/NF (Distinct Part)","03/23/2010","","122","N","","For Profit"
"676247","SANDY LAKE REHABILITATION AND CARE CENTER","1410 E SANDY LAKE RD","COPPELL","TX","75019","Dallas","(VI) Dallas","972 304-4444","SNF/NF (Distinct Part)","03/10/2010","","123","N","","Government"
"676248","FOUNDERS PLAZA NURSING & REHAB","721 S HWY 78","WYLIE","TX","75098","Dallas","(VI) Dallas","972 303-8100","SNF/NF (Distinct Part)","04/29/2010","","106","N","","Government"
"676249","THE CARLYLE AT STONEBRIDGE PARK","170 STONEBRIDGE LANE","SOUTHLAKE","TX","76092","Tarrant","(VI) Dallas","817 431-5778","SNF/NF (Distinct Part)","03/31/2010","","112","N","","Government"
"676250","PECAN VALLEY REHABILITATION AND HEALTHCARE","3838 E SOUTHCROSS BLVD","SAN ANTONIO","TX","78222","Bexar","(VI) Dallas","210 581-2273","SNF/NF (Distinct Part)","04/14/2010","","124","N","THE ENSIGN GROUP","For Profit"
"676251","MISTY WILLOW HEALTHCARE AND REHABILITATION CENTER","12921 MISTY WILLOW DR","HOUSTON","TX","77070","Harris","(VI) Dallas","281 469-7881","SNF/NF (Dually Certified)","04/21/2010","","124","N","THE ENSIGN GROUP","For Profit"
"676252","CAPSTONE HEALTHCARE ESTATES AT VETERANS MEMORIAL","1424 FALLBROOK DRIVE","HOUSTON","TX","77038","Harris","(VI) Dallas","346 754-5070","SNF/NF (Distinct Part)","06/25/2010","","120","N","","For Profit"
"676253","LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS","1400 MEDICAL CENTER DRIVE","ENNIS","TX","75119","Ellis","(VI) Dallas","972 875-4800","SNF/NF (Distinct Part)","06/09/2010","","124","N","THE ENSIGN GROUP","For Profit"
"676255","FORT WORTH TRANSITIONAL CARE CENTER","850 12TH AVENUE","FORT WORTH","TX","76104","Tarrant","(VI) Dallas","817 882-8289","SNF/NF (Distinct Part)","07/22/2010","","136","N","","Government"
"676256","SAN REMO","3550 N SHILOH RD","RICHARDSON","TX","75082","Dallas","(VI) Dallas","972 231-4810","SNF/NF (Distinct Part)","06/30/2010","","112","N","","For Profit"
"676257","TRUCARE LIVING CENTERS","2265 S SYCAMORE ST","PALESTINE","TX","75801","Anderson","(VI) Dallas","903 723-2592","SNF/NF (Distinct Part)","07/22/2010","","120","N","","Government"
"676258","MEMEMORIAL CITY NURSING AND REHABILITATION CENTER","1341 BLALOCK","HOUSTON","TX","77055","Harris","(VI) Dallas","713 468-7821","SNF/NF (Dually Certified)","09/28/2010","","187","N","","Government"
"676259","SHINNERY OAKS COMMUNITY","711 WEST BROADWAY","DENVER CITY","TX","79323","Yoakum","(VI) Dallas","806 592-2551","SNF/NF (Dually Certified)","08/12/2010","","60","N","","Government"
"676260","THE MERIDIAN","2228 SEAWALL BLVD","GALVESTON","TX","77550","Galveston","(VI) Dallas","409 763-6437","SNF/NF (Distinct Part)","09/22/2010","","96","N","","For Profit"
"676261","KINGS MANOR METHODIST HOME","400 RANGER DR","HEREFORD","TX","79045","Deaf Smith","(VI) Dallas","806 364-0661","SNF/NF (Dually Certified)","08/20/2010","04/27/2020","77","N","","Non-Profit"
"676262","THE HEIGHTS OF TYLER","2650 ELKTON TRAIL","TYLER","TX","75703","Smith","(VI) Dallas","903 266-7200","SNF/NF (Distinct Part)","12/07/2010","","96","N","","For Profit"
"676263","DEERBROOK SKILLED NURSING AND REHAB CENTER","9250 HUMBLE-WESTFIELD RD","HUMBLE","TX","77338","Harris","(VI) Dallas","281 446-5160","SNF/NF (Distinct Part)","12/02/2010","","81","N","","For Profit"
"676264","WINCHESTER LODGE HEALTHCARE CENTER","1112 SMITH DR","ALVIN","TX","77511","Brazoria","(VI) Dallas","281 331-6125","SNF/NF (Dually Certified)","11/04/2010","","94","N","","For Profit"
"676266","LONGHORN VILLAGE","12001 LONGHORN PARKWAY","AUSTIN","TX","78732","Travis","(VI) Dallas","512 266-5600","SNF/NF (Distinct Part)","10/25/2010","","60","N","","Non-Profit"
"676267","BRODIE RANCH NURSING AND REHABILITATION CENTER","2101 FRATE BARKER RD","AUSTIN","TX","78748","Travis","(VI) Dallas","512 444-5627","SNF/NF (Distinct Part)","10/28/2010","","120","N","","Government"
"676268","VILLAGES OF LAKE HIGHLANDS","8615 LULLWATER DR","DALLAS","TX","75238","Dallas","(VI) Dallas","214 221-0444","SNF/NF (Distinct Part)","11/19/2010","","131","N","","For Profit"
"676269","RAYBURN HEALTH CARE & REHABILITATION","144 BULLDOG AVENUE","JASPER","TX","75951","Jasper","(VI) Dallas","409 381-8500","SNF/NF (Distinct Part)","01/10/2011","","107","N","","For Profit"
"676270","BRENTWOOD PLACE FOUR","3505 S BUCKNER BLVD BLDG 5","DALLAS","TX","75227","Dallas","(VI) Dallas","214 237-3250","SNF/NF (Distinct Part)","12/15/2010","","90","N","","Government"
"676271","ONION CREEK NURSING AND REHABILITATION CENTER","1700 ONION CREEK PKWY","AUSTIN","TX","78748","Travis","(VI) Dallas","512 291-4900","SNF/NF (Distinct Part)","02/16/2011","","125","N","","For Profit"
"676272","LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE","1640 FAIRWAY","KYLE","TX","78640","Hays","(VI) Dallas","512 268-1003","SNF/NF (Distinct Part)","02/08/2011","","135","N","THE ENSIGN GROUP","For Profit"
"676273","PARK MANOR OF THE WOODLANDS","1014 WINDSOR LAKE BOULEVARD","THE WOODLANDS","TX","77384","Montgomery","(VI) Dallas","936 273-9424","SNF/NF (Distinct Part)","02/17/2011","","124","N","","For Profit"
"676274","REMARKABLE HEALTHCARE OF SEGUIN","1339 EASTWOOD DR","SEGUIN","TX","78155","Guadalupe","(VI) Dallas","830 379-3900","SNF/NF (Distinct Part)","03/02/2011","","115","N","","For Profit"
"676275","RIDGECREST HEALTHCARE AND REHABILITATION CENTER","561 E RIDGECREST RD","FORNEY","TX","75126","Kaufman","(VI) Dallas","972 552-2420","SNF/NF (Dually Certified)","03/24/2011","","116","N","","For Profit"
"676276","LAKEWEST REHABILITATION AND SKILLED CARE","2450 BICKERS ST","DALLAS","TX","75212","Dallas","(VI) Dallas","214 879-0888","SNF/NF (Distinct Part)","05/05/2011","","118","N","","For Profit"
"676278","PECAN BAYOU NURSING AND REHABILITATION","2700 MEMORIAL PARK DR","BROWNWOOD","TX","76801","Brown","(VI) Dallas","325 643-9801","SNF/NF (Distinct Part)","04/06/2011","","90","N","","For Profit"
"676279","CROWN POINT HEALTH SUITES","6640 IOLA AVENUE","LUBBOCK","TX","79424","Lubbock","(VI) Dallas","806 687-6640","SNF/NF (Distinct Part)","04/22/2011","","108","N","","For Profit"
"676280","THE WESLEYAN SKILLED NURSING AND REHABILITATION","4011 WILLIAMS DR","GEORGETOWN","TX","78628","Williamson","(VI) Dallas","512 868-2700","SNF/NF (Dually Certified)","04/26/2011","","142","N","","Non-Profit"
"676281","WESTOVER HILLS REHABILITATION AND HEALTHCARE","9922 STATE HWY. 151","SAN ANTONIO","TX","78251","Bexar","(VI) Dallas","210 546-2273","SNF/NF (Distinct Part)","05/04/2011","","124","N","THE ENSIGN GROUP","For Profit"
"676282","BAYOU MANOR","4141 S BRAESWOOD BLVD","HOUSTON","TX","77025","Harris","(VI) Dallas","713 666-2651","Skilled Nursing Facility","05/18/2011","","37","N","","Non-Profit"
"676283","LOS ARCOS DEL NORTE CARE CENTER","11169 SEAN HAGGERTY","EL PASO","TX","79934","El Paso","(VI) Dallas","915 849-3000","SNF/NF (Distinct Part)","05/11/2011","","124","N","","For Profit"
"676285","REMARKABLE HEALTHCARE OF FORT WORTH","6649 N RIVERSIDE DR","FORT WORTH","TX","76137","Tarrant","(VI) Dallas","817 847-1860","SNF/NF (Distinct Part)","06/09/2011","","120","N","","For Profit"
"676286","MEADOW LAKE HEALTH CENTER","16044 COUNTY ROAD 165","TYLER","TX","75703","Smith","(VI) Dallas","903 526-5599","Skilled Nursing Facility","05/31/2011","","30","N","","Non-Profit"
"676288","LAS PALMAS","369 MARS DR","COTULLA","TX","78014","La Salle","(VI) Dallas","830 879-4483","SNF/NF (Dually Certified)","06/28/2011","","60","N","","Government"
"676289","THE ATRIUM OF BELLMEAD","2401 DEVELOPMENT BLVD.","BELLMEAD","TX","76705","Mclennan","(VI) Dallas","254 296-8976","SNF/NF (Distinct Part)","07/26/2011","","126","N","","For Profit"
"676290","SPJST REST HOME 1","1810 OLD GRANGER ROAD","TAYLOR","TX","76574","Williamson","(VI) Dallas","512 352-6337","SNF/NF (Dually Certified)","10/31/2011","","96","N","","Non-Profit"
"676291","OAKCREST NURSING AND REHABILITATION CENTER","9808 CROFFORD LN","AUSTIN","TX","78724","Travis","(VI) Dallas","512 272-5511","SNF/NF (Distinct Part)","08/31/2011","","67","N","","For Profit"
"676292","LULING CARE CENTER","501 W AUSTIN ST","LULING","TX","78648","Caldwell","(VI) Dallas","830 875-5628","SNF/NF (Distinct Part)","10/06/2011","","56","N","","For Profit"
"676293","MONARCH PAVILION REHABILITATION SUITES","6825 HARRY HINES BLVD","DALLAS","TX","75235","Dallas","(VI) Dallas","214 845-6200","SNF/NF (Distinct Part)","09/13/2011","","150","N","","For Profit"
"676294","HERITAGE HOUSE AT PARIS REHAB & NURSING","150 S.E. 47TH STREET","PARIS","TX","75462","Lamar","(VI) Dallas","903 784-3100","SNF/NF (Dually Certified)","10/28/2011","","64","N","","For Profit"
"676295","EPIC NURSING & REHABILITATION","3210 W HWY 22","CORSICANA","TX","75110","Navarro","(VI) Dallas","903 872-4880","SNF/NF (Distinct Part)","10/06/2011","","124","N","","For Profit"
"676297","THE RIO AT MISSION TRAILS","6211 S NEW BRAUNFELS AVE","SAN ANTONIO","TX","78223","Bexar","(VI) Dallas","210 531-0569","SNF/NF (Distinct Part)","10/12/2011","","124","N","","Government"
"676298","SPJST REST HOME NO 2","8611 MAIN ST","NEEDVILLE","TX","77461","Fort Bend","(VI) Dallas","979 793-4256","SNF/NF (Dually Certified)","11/15/2011","","58","N","","Non-Profit"
"676299","SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE","9801 S 1ST STREET","AUSTIN","TX","78748","Travis","(VI) Dallas","512 292-3071","SNF/NF (Dually Certified)","10/14/2011","","120","N","","Government"
"676300","CANTON OAKS","1901 S TRADE DAYS BLVD","CANTON","TX","75103","Van Zandt","(VI) Dallas","903 567-0444","SNF/NF (Distinct Part)","11/18/2011","","65","N","","Government"
"676301","AUTUMN WINDS LIVING & REHABILITATION","3301 FM 3009","SCHERTZ","TX","78154","Guadalupe","(VI) Dallas","210 658-6338","SNF/NF (Dually Certified)","12/11/2011","","96","N","","For Profit"
"676303","MIRADOR","5857 TIMBERGATE DR","CORPUS CHRISTI","TX","78414","Nueces","(VI) Dallas","361 994-0905","Skilled Nursing Facility","12/29/2011","","41","N","","Non-Profit"
"676304","CREEKSIDE VILLAGE HEALTHCARE LTC PARTNERS, INC","914 N BRAZOSPORT BLVD","CLUTE","TX","77531","Brazoria","(VI) Dallas","979 265-4794","SNF/NF (Distinct Part)","12/30/2011","","119","N","","For Profit"
"676305","THE STAYTON AT MUSEUM WAY","2501 MUSEUM WAY","FORT WORTH","TX","76107","Tarrant","(VI) Dallas","817 632-3600","Skilled Nursing Facility","12/29/2011","","46","N","","Non-Profit"
"676306","HOLLY HALL","2000 HOLLY HALL ST","HOUSTON","TX","77054","Harris","(VI) Dallas","713 799-9031","SNF/NF (Distinct Part)","02/02/2012","","62","N","","Non-Profit"
"676307","OAK VILLAGE HEALTHCARE ","204 OAK DRIVE SOUTH","LAKE JACKSON","TX","77566","Brazoria","(VI) Dallas","979 297-0425","SNF/NF (Distinct Part)","03/21/2012","","74","N","","For Profit"
"676308","SAN GABRIEL REHABILITATION AND CARE CENTER","4100 COLLEGE PARK DR","ROUND ROCK","TX","78665","Williamson","(VI) Dallas","512 334-8000","SNF/NF (Distinct Part)","02/08/2012","","142","N","","Government"
"676309","BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE","5020 SPACE CENTER BLVD","PASADENA","TX","77505","Harris","(VI) Dallas","713 575-1800","SNF/NF (Distinct Part)","03/12/2012","","124","N","","For Profit"
"676310","SOLERA AT WEST HOUSTON","2101 GREENHOUSE ROAD","HOUSTON","TX","77084","Harris","(VI) Dallas","281 599-5540","SNF/NF (Distinct Part)","04/04/2012","","112","N","","For Profit"
"676311","WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME","11466 HONOR LANE","TYLER","TX","75708","Smith","(VI) Dallas","903 617-6150","SNF/NF (Dually Certified)","02/27/2012","","84","N","","Government"
"676312","LEGEND OAKS HEALTHCARE AND REHABILITATION - WEST S","222 BERTETTI DR","SAN ANTONIO","TX","78227","Bexar","(VI) Dallas","210 673-1700","SNF/NF (Distinct Part)","05/31/2012","","124","N","THE ENSIGN GROUP","For Profit"
"676313","LAREDO NURSING AND REHABILITATION CENTER","1701 TOURNAMENT TRAIL DR","LAREDO","TX","78041","Webb","(VI) Dallas","956 727-3422","SNF/NF (Distinct Part)","06/11/2012","","120","N","","For Profit"
"676314","CAPSTONE HEALTHCARE ESTATES ON OREM","3730 W. OREM DRIVE","HOUSTON","TX","77045","Harris","(VI) Dallas","832 799-6484","SNF/NF (Distinct Part)","06/07/2012","","120","N","","For Profit"
"676315","THE HILLCREST OF NORTH DALLAS","18648 HILLCREST RD","DALLAS","TX","75252","Dallas","(VI) Dallas","972 517-7771","SNF/NF (Distinct Part)","06/18/2012","","120","N","","For Profit"
"676316","HIGH HOPE CARE CENTER OF BRENHAM","401 EAST BLUE BELL ROAD","BRENHAM","TX","77833","Washington","(VI) Dallas","979 836-6611","SNF/NF (Dually Certified)","08/10/2012","","89","N","","Government"
"676317","THE HARRISON AT HERITAGE","4600 HERITAGE TRACE PARKWAY","FORT WORTH","TX","76244","Tarrant","(VI) Dallas","817 741-9360","SNF/NF (Distinct Part)","03/23/1994","","120","N","","For Profit"
"676318","WINDMILL NURSING & REHAB CENTER","507 MARTIN LUTHER KING BLVD","LUBBOCK","TX","79403","Lubbock","(VI) Dallas","806 744-1113","SNF/NF (Distinct Part)","09/07/2012","","120","N","","For Profit"
"676319","CORINTH REHABILITATION SUITES ON THE PARKWAY","3511 CORINTH PARKWAY","CORINTH","TX","76208","Denton","(VI) Dallas","940 270-3400","SNF/NF (Distinct Part)","07/03/2012","","134","N","","For Profit"
"676321","WINDSOR NURSING AND REHABILITATION CENTER OF CORPU","3030 FIG ST","CORPUS CHRISTI","TX","78404","Nueces","(VI) Dallas","361 888-5619","SNF/NF (Distinct Part)","09/04/2012","","120","N","","Government"
"676322","ARBOR GRACE SKILLED NURSING AND REHABILITATION LLC","144 FM 1252 WEST","KILGORE","TX","75662","Gregg","(VI) Dallas","903 984-5688","SNF/NF (Dually Certified)","11/29/2012","01/01/2018","59","N","","For Profit"
"676323","THE CRESCENT","11353 SUGAR PARK LANE","SUGAR LAND","TX","77478","Fort Bend","(VI) Dallas","281 276-2050","SNF/NF (Distinct Part)","11/15/2012","","112","N","","Government"
"676324","OAK MANOR NURSING HOME","1200 FERGUSON ST","NACOGDOCHES","TX","75961","Nacogdoches","(VI) Dallas","936 564-7359","SNF/NF (Distinct Part)","11/01/2012","06/05/2019","60","N","","For Profit"
"676325","LAKESIDE NURSING AND REHABILITATION CENTER","8707 LAKESIDE PARKWAY","SAN ANTONIO","TX","78245","Bexar","(VI) Dallas","210 510-3200","SNF/NF (Distinct Part)","10/12/2012","","120","N","","Government"
"676326","EDGEWOOD REHABILITATION AND CARE CENTER","1101 WINDBELL DR","MESQUITE","TX","75149","Dallas","(VI) Dallas","972 288-8800","SNF/NF (Distinct Part)","10/12/2012","","142","N","","For Profit"
"676327","THE SPRINGS HEALTHCARE AND REHABILITATION","1500 COTTONWOOD CREEK TRAIL","CEDAR PARK","TX","78613","Williamson","(VI) Dallas","512 259-4259","SNF/NF (Distinct Part)","11/19/2012","","120","N","","For Profit"
"676328","LAS COLINAS OF WESTOVER","9738 WESTOVER HILLS BLVD","SAN ANTONIO","TX","78251","Bexar","(VI) Dallas","210 305-5730","SNF/NF (Distinct Part)","02/12/2013","","140","N","","Government"
"676329","CONTINUING CARE AT HIGHLAND SPRINGS","7910 FRANKFORD ROAD","DALLAS","TX","75252","Dallas","(VI) Dallas","972 656-3500","SNF/NF (Distinct Part)","02/11/2013","","44","N","","Non-Profit"
"676331","HUNTERS POND REHABILITATION AND HEALTHCARE","9903 HUNTERS POND","SAN ANTONIO","TX","78224","Bexar","(VI) Dallas","210 477-2200","SNF/NF (Distinct Part)","03/06/2013","","129","N","THE ENSIGN GROUP","For Profit"
"676332","THE MEDICAL RESORT AT BAY AREA","4900 EAST SAM HOUSTON PARKWAY SOUTH","PASADENA","TX","77505","Harris","(VI) Dallas","281 998-0399","SNF/NF (Distinct Part)","03/20/2013","","101","N","","For Profit"
"676333","THE REHAB SUITES AT MAGNOLIA CROSSING","10800 FLORA MAE MEADOWS RD","HOUSTON","TX","77089","Harris","(VI) Dallas","832 328-2350","SNF/NF (Distinct Part)","03/06/2013","","128","N","","For Profit"
"676334","CHELSEA GARDENS","4422 RIVERSTONE BLVD","MISSOURI CITY","TX","77459","Fort Bend","(VI) Dallas","281 499-5040","SNF/NF (Distinct Part)","03/12/2013","","60","N","","For Profit"
"676335","BROADMOOR MEDICAL LODGE","5242 MEDICAL DRIVE","ROCKWALL","TX","75032","Rockwall","(VI) Dallas","972 772-8700","SNF/NF (Distinct Part)","04/30/2013","","140","N","","For Profit"
"676336","CONTINUING CARE AT EAGLES TRACE","14703 EAGLE VISTA DRIVE BLDG 601B","HOUSTON","TX","77077","Harris","(VI) Dallas","281 249-7190","SNF/NF (Distinct Part)","05/15/2013","","44","N","","Non-Profit"
"676337","WINDSOR HOUSTON","6920 T.C. JESTER BLVD","HOUSTON","TX","77091","Harris","(VI) Dallas","713 681-0431","SNF/NF (Dually Certified)","05/03/2013","","120","N","","For Profit"
"676338","COON MEMORIAL HOME","210 TEXAS BLVD","DALHART","TX","79022","Dallam","(VI) Dallas","806 244-8555","SNF/NF (Dually Certified)","07/15/2013","","54","Y","","Government"
"676339","REMARKABLE HEALTHCARE OF DALLAS, LP","3350 BONNIE VIEW ROAD","FORT WORTH","TX","76161","Tarrant","(VI) Dallas","214 300-8023","SNF/NF (Distinct Part)","04/09/2013","","150","N","","For Profit"
"676340","ROCK HAVEN NURSING HOME","401 S E STALLINGS DR","NACOGDOCHES","TX","75964","Nacogdoches","(VI) Dallas","936 569-9411","SNF/NF (Dually Certified)","08/09/2013","10/18/2021","60","N","","For Profit"
"676341","CAPROCK NURSING & REHABILITATION","900 COLLEGE AVE","BORGER","TX","79007","Hutchinson","(VI) Dallas","806 274-9600","SNF/NF (Distinct Part)","05/29/2013","","120","N","","Government"
"676342","ST. TERESA NURSING & REHAB CENTER","10350 MONTANA AVENUE","EL PASO","TX","79925","El Paso","(VI) Dallas","915 595-6137","SNF/NF (Distinct Part)","08/16/2013","","124","N","","For Profit"
"676343","ROYAL MANOR","9101 PANTHER WAY","WACO","TX","76712","Mclennan","(VI) Dallas","254 537-9200","SNF/NF (Distinct Part)","09/26/2013","","120","N","","For Profit"
"676344","LEGACIES NURSING AND REHABILITATION","355 FM 83 W","HEMPHILL","TX","75948","Sabine","(VI) Dallas","409 787-5300","SNF/NF (Distinct Part)","10/18/2013","","90","N","","Government"
"676345","BEL AIR AT TERAVISTA","4105 TERAVISTA CLUB DRIVE","ROUND ROCK","TX","78665","Williamson","(VI) Dallas","512 310-3700","SNF/NF (Distinct Part)","09/04/2013","","112","N","","For Profit"
"676346","ABRI AT EDINBURG","4503 S SUGAR RD","EDINBURG","TX","78539","Hidalgo","(VI) Dallas","956 386-1112","SNF/NF (Distinct Part)","11/09/2013","","126","N","","For Profit"
"676347","AMARILLO CENTER FOR SKILLED CARE","6641 W AMARILLO BLVD","AMARILLO","TX","79106","Potter","(VI) Dallas","806 352-8800","SNF/NF (Dually Certified)","11/04/2013","","122","N","","For Profit"
